,0,1,2,3,4
0,18.270670115519703,17.516544235639714,24.444583475907383,22.091794587773506,19.5244842368112
1,13.437649067058738,12.810633674407898,14.860900339398935,14.110856963147713,13.748408648206924
2,10.286604698321417,11.028756880114456,12.24138827374462,13.90517936864138,9.736306364300596
3,8.009194619206978,8.418937625498621,10.955700090015666,10.1680648069287,6.885998041504952
4,9.007792606907165,7.685471752982137,9.226609825320581,11.189199011641938,6.141893862307329
5,6.791936220243109,6.929473609320545,6.349761984839171,6.802480409975116,5.927250647822006
6,5.7799579531672105,6.425200407185821,5.359453374825537,8.611023459206942,5.144648093241468
7,5.5934491350496955,6.994702244056888,4.589828666816065,7.131377733871046,4.785236751410167
8,5.102726324939776,4.061073026400095,3.1822842085801457,5.025501356421063,4.900317062901222
9,3.620131962737257,5.957134708522199,2.2971976212367777,5.940182754050204,4.063223889426196
10,3.1260343217526954,7.320934460322296,2.1280142626815235,4.5457455878627275,3.012540162183195
11,3.057679873180405,4.899776720418548,1.8882923969604768,4.167894085482651,3.2415967917204616
12,2.301275617468577,2.259813614130999,1.907584123614536,3.72872287655492,2.4367445050985914
13,2.029114836301916,1.5320957824321806,1.7775554412679846,2.6295150751079386,2.322851395075102
14,1.304039297129256,1.6279101417318231,1.7385200159570757,2.4964583805651275,1.781994435476389
15,1.1789522888721007,1.415022556485909,1.5491027180441643,2.1257791999992515,1.3539740128470972
16,1.7689042444236325,1.8072799536495439,1.4246482028840324,2.618792333103977,1.5717456168485238
17,1.1218662406144062,1.5838350265277337,1.3682751129794855,2.0729793188822976,1.325951044207239
18,1.2197853150031976,1.7219913316765039,1.4937715065150123,1.838931178339823,1.345911373162296
19,0.9537619770083857,1.466919961413186,1.6155434247456295,1.3237300146118545,1.3256908781599366
20,0.8320197608663362,1.092046660805347,1.24268656252673,1.2152778478983228,1.1127906188440555
21,0.7661907977631505,1.7372769630864917,1.432965024150194,0.845031849081174,0.9796455332284858
22,0.7645643399363913,0.9203084932290475,1.1569062390952862,0.8354580902694749,1.3745474149498291
23,0.7662904155583667,0.9808950742829866,0.9819124929054854,0.7792296738304135,1.324627310705198
24,0.7646926525721908,0.9246213347990889,0.8810791087687174,0.8032493684630522,1.1770737523683856
25,0.760644582664724,0.777115755837483,0.8596965803707523,0.7845159583866267,0.9288222141297228
26,0.759438044721349,0.75779079887254,0.8243101518652451,0.7661871351998307,0.915487906491307
27,0.7580696110657883,0.7553056300286597,0.7840234577340356,0.7850476633485117,0.8168826591503365
28,0.7556965921970866,0.7531851317977822,0.7868163363969302,0.7795111601876449,0.7726912566125024
29,0.7557093910475444,0.75215652830057,0.7786499374625697,0.7583510857808444,0.7665553417965372
30,0.7541137931482073,0.750617615505109,0.7677065812165889,0.7575753930156186,0.7607164332465711
31,0.7528778978090043,0.749070519545062,0.7664683061193284,0.7560158817938848,0.7533644942738073
32,0.7522394159923621,0.7469802733336319,0.7659204410472299,0.7545658887328698,0.7522819422707169
33,0.7536280620588611,0.7457772387601204,0.7648378728624948,0.752285650323593,0.7515904058505292
34,0.7527802737624238,0.7457986054098172,0.7637628022814302,0.7513459762454758,0.7503290520354539
35,0.7521032863430973,0.7428361957719275,0.7634474301219448,0.7514006578605958,0.7480971578306629
36,0.7503099486244739,0.7408882481363659,0.76376618789136,0.7506858448347788,0.7471385214912245
