,0,1,2
0,9800.6,9836.6,9927.0
1,10690.0,10829.6,11311.6
2,11733.4,11637.6,12367.2
3,12709.4,12399.2,12933.0
4,13259.2,12843.6,13550.8
5,13693.6,13385.2,14076.8
6,13976.4,13851.4,14425.4
7,14203.6,14245.6,14742.2
8,14489.8,14672.6,14983.4
9,14664.6,14760.6,15151.8
10,14771.6,15050.2,15353.8
11,14930.4,15259.8,15723.0
12,15144.8,15474.8,15821.2
13,15396.2,15576.4,15786.0
14,15417.2,15588.4,15841.8
15,15546.0,15746.8,16086.4
16,15669.0,15828.8,16240.4
17,15773.0,16148.8,16347.4
18,15981.0,16387.8,16433.6
19,16028.8,16585.6,16575.2
20,16083.4,16812.4,16634.4
21,16230.8,16878.2,16595.6
22,16376.6,16867.6,16658.4
23,16318.2,17164.6,16702.0
24,16242.8,17171.0,16783.0
25,16365.0,17185.6,16995.2
26,16476.4,17186.0,16972.0
27,16647.8,17352.2,16976.6
28,16617.6,17592.8,17175.8
29,16643.6,17773.0,17247.0
30,16682.4,17740.4,17209.2
31,16752.8,17682.2,17255.0
32,16730.6,17899.8,17278.4
33,16757.6,17902.6,17360.0
34,16942.2,18032.0,17423.0
35,17194.0,18060.2,17428.2
36,17244.0,18134.0,17430.4
37,17252.6,18119.0,17447.6
38,17331.2,18182.4,17711.4
39,17341.8,18176.8,17696.0
40,17238.0,18265.8,17790.6
41,17188.8,18426.8,17850.4
42,17343.0,18580.4,17669.2
43,17438.6,18554.2,17763.2
44,17502.0,18685.6,17749.2
45,17601.6,18701.8,17762.0
46,17565.8,18653.0,18097.0
47,17431.6,18911.8,18003.8
48,17489.2,18927.0,18007.4
49,17580.8,18931.6,18117.8
50,17520.8,18938.6,18160.8
51,17456.8,19006.4,18234.4
52,17698.2,19057.6,18239.2
53,17693.6,19144.0,18209.4
54,17561.0,19195.2,18405.0
55,17640.0,19314.0,18363.8
56,17735.8,19367.2,18453.4
57,17668.0,19324.0,18413.2
58,17784.2,19490.8,18396.0
59,17893.4,19364.8,18626.0
60,17857.4,19521.0,18622.0
61,17826.2,19602.2,18677.2
62,17830.0,19481.0,18585.8
63,17905.2,19535.4,18730.8
64,18076.8,19676.4,18725.0
65,18033.2,19712.6,18645.4
66,18142.2,19791.2,18755.6
67,18137.6,19723.4,18882.6
68,18029.4,19837.4,18864.4
69,18314.8,19762.8,18936.4
70,18300.0,19897.0,18924.0
71,18358.6,19916.6,18963.8
72,18287.0,19970.2,19088.6
73,18529.4,19951.8,19055.4
74,18493.4,19841.8,18999.8
75,18458.8,20048.2,19146.8
76,18510.6,20077.4,19115.6
77,18609.0,20148.8,19144.8
78,18584.8,20108.6,19162.8
79,18609.4,20021.0,19269.6
80,18615.2,20077.8,19220.0
81,18587.6,19979.4,19323.8
82,18607.4,20083.0,19324.6
83,18557.2,20231.0,19335.4
84,18581.4,20264.8,19429.8
85,18805.8,20395.2,19341.2
86,18785.8,20262.2,19284.6
87,18731.8,20221.6,19336.6
88,18797.8,20353.6,19384.6
89,18833.0,20414.2,19258.0
90,18782.2,20391.0,19368.6
91,18572.8,20485.8,19411.2
92,18666.8,20359.0,19369.0
93,18714.0,20278.2,19558.8
94,18712.6,20418.4,19429.8
95,18624.2,20438.0,19419.6
96,18651.6,20526.4,19267.8
97,18653.4,20447.8,19386.0
98,18686.4,20375.6,19353.2
99,18759.4,20576.4,19493.0
100,18889.4,20518.6,19381.0
