,0,1,2
0,12660,13320,13100
1,12660,14500,15160
2,14980,16800,15160
3,16980,16800,19400
4,17980,18860,21080
5,20020,19980,22240
6,20680,21440,24140
7,21200,21640,24140
8,22680,21640,24140
9,22760,23020,25240
10,24920,23460,25240
11,25960,24440,25640
12,25960,24760,25640
13,25960,26080,26820
14,26180,27080,26840
15,26340,28100,28980
16,28860,28100,28980
17,28860,28540,28980
18,28860,29520,30240
19,28860,30840,30240
20,28860,31520,31380
21,29020,32800,31820
22,30300,33160,33000
23,30560,33960,33720
24,30860,33960,33720
25,31080,34040,33720
26,32000,34040,33720
27,32620,34040,34120
28,32740,34440,34120
29,33540,34440,34720
30,33560,34660,34720
