,0,1,2
0,12660,15200,13940
1,15520,15880,16040
2,16420,16840,17840
3,17640,17260,18840
4,17640,17660,20040
5,19840,18880,20040
6,20340,18880,20440
7,21580,19940,22520
8,22980,21520,22980
9,24440,23200,23360
10,24440,23840,23360
11,25720,23840,23840
12,26360,25120,24640
13,27780,25120,26020
14,27780,26820,26200
15,28420,26820,27740
16,28420,27680,28100
17,29080,27680,28100
18,29500,27680,28100
19,30660,29300,28820
20,30800,29600,28820
21,31900,31240,29280
22,33020,31240,29960
23,33020,31240,30080
24,33020,31640,31500
25,33160,32320,31500
26,33380,32320,31500
27,33560,32320,31500
28,34140,32560,32300
29,34940,32560,32300
30,34940,32700,33040
