,0,1,2
0,13620,15860,14400
1,17220,16800,15520
2,17720,16880,17020
3,19520,18180,19100
4,20500,20020,19220
5,21620,21160,20160
6,23000,21860,20920
7,23040,21860,21480
8,23040,23340,21780
9,23240,23340,22260
10,23680,23340,22660
11,23680,23580,22660
12,24660,23780,23240
13,24760,23780,24020
14,24760,24720,24460
15,25120,24720,24460
16,25120,24720,24480
17,25320,24820,24480
18,25320,25020,24560
19,26200,25180,25100
20,26200,25180,25100
21,26200,25440,25100
22,26200,25620,25660
23,26200,25880,25660
24,26520,25880,25780
25,26520,26660,25980
26,27140,26660,25980
27,27140,26660,25980
28,27140,26660,25980
29,27260,27100,25980
30,27540,27100,26340
31,27540,27260,26340
32,27540,27300,26340
33,27540,27380,26340
34,27600,27560,26340
35,27740,27560,26360
36,27780,27560,27440
37,28060,27600,27440
38,28320,27600,27440
39,28320,28100,27440
40,28320,28280,27820
41,28320,28280,27820
42,28400,28280,28160
43,28400,28280,28160
44,28400,28280,28360
45,28940,28420,28360
46,29160,28420,28360
47,29160,28420,28360
48,29160,28700,28360
49,29160,29120,28360
50,29160,29720,28360
51,29160,29720,28360
52,29160,30300,28560
53,29160,30300,28560
54,29280,30300,28960
55,29280,30300,28960
56,29280,30300,28960
57,29280,30300,28960
58,29900,30320,28960
59,29900,30360,28960
60,29900,30360,28960
61,29900,30360,28960
62,29900,30400,28960
63,29900,30440,28960
64,30100,30440,28960
65,30220,30440,29000
66,30220,30440,29000
67,30580,30440,29000
68,30580,30440,29000
69,30620,30440,29000
70,30700,30440,29060
71,30740,30440,29060
72,30820,30440,29060
73,30820,30440,29160
74,30860,30440,29160
75,30860,30440,29160
76,30860,30440,29280
77,30940,30440,29280
78,30940,30440,29280
79,30940,30440,29320
80,30940,30480,29320
81,30940,30480,29320
82,30940,30480,29320
83,30940,30480,29320
84,30940,30480,29320
85,30940,30480,29320
86,30940,30480,29560
87,30940,30480,29560
88,30940,30480,29640
89,30940,30480,29840
90,30940,30480,29920
91,30940,30480,29920
92,30980,30480,29920
93,30980,30480,29920
94,30980,30480,29920
95,30980,30480,29940
96,30980,30480,29940
97,30980,30480,29960
98,30980,30480,30000
99,30980,30480,30000
100,30980,30480,30000
