,0,1,2
0,1717577928.7878983,1717578468.1176448,1717578992.9416637
1,1717577937.0474908,1717578475.7627048,1717579005.968904
2,1717577947.7748883,1717578485.3147438,1717579019.6172855
3,1717577960.8727245,1717578498.5257938,1717579031.0363603
4,1717577976.4707353,1717578512.3750713,1717579041.8361223
5,1717577992.7382507,1717578525.8137443,1717579056.8109288
6,1717578011.0374362,1717578540.1391132,1717579070.639496
7,1717578027.2276323,1717578556.6092613,1717579084.9139416
8,1717578042.9843235,1717578570.4796674,1717579093.1857982
9,1717578057.9362245,1717578584.387212,1717579111.012204
10,1717578076.0322604,1717578599.129268,1717579125.7589304
11,1717578095.60483,1717578611.2524254,1717579141.6892657
12,1717578112.1050575,1717578629.469815,1717579156.7995563
13,1717578131.472449,1717578651.3226793,1717579178.866276
14,1717578152.5541396,1717578672.2356918,1717579199.4528759
15,1717578168.388008,1717578693.2300172,1717579219.3633995
16,1717578193.8663955,1717578714.0720997,1717579241.1206763
17,1717578215.280507,1717578731.681631,1717579262.5971084
18,1717578236.0356464,1717578750.3952816,1717579285.5502942
19,1717578256.8108315,1717578765.490508,1717579311.925745
20,1717578277.135012,1717578783.202499,1717579331.9339485
21,1717578298.9220853,1717578803.7465467,1717579353.2651598
22,1717578311.7888265,1717578820.600191,1717579373.7625778
23,1717578328.3680358,1717578840.950321,1717579396.9393454
24,1717578348.7976596,1717578860.110824,1717579413.0058246
25,1717578370.0191607,1717578882.3976846,1717579437.0310323
26,1717578389.3796227,1717578903.6682298,1717579453.0086281
27,1717578409.25797,1717578923.7450676,1717579462.337352
28,1717578426.0943696,1717578948.7036664,1717579477.6937191
29,1717578444.478595,1717578968.6737034,1717579495.687456
30,1717578461.5640368,1717578985.968352,1717579511.557662
