,0,1,2
0,12660,14420,14040
1,12680,14420,15900
2,15860,16400,19580
3,17440,18200,19580
4,19960,21040,21260
5,21200,21040,23720
6,21200,22000,24920
7,22660,22000,25760
8,24440,22480,25760
9,25000,23900,26540
10,26580,25880,27780
11,26660,26020,29020
12,27020,28180,29820
13,29020,29700,29860
14,29460,29700,31060
15,29460,29700,31060
16,30320,30860,31060
17,31200,30860,31920
18,32100,31180,31920
19,32100,32580,32600
20,32740,33540,32960
21,32740,33800,33760
22,32740,35060,34280
23,33740,35060,34880
24,34300,35060,35000
25,34780,35060,35000
26,35180,35060,35680
27,35180,35500,35680
28,35180,35500,35680
29,35920,35500,35800
30,36280,35500,35800
