,0,1,2
0,1717589543.293762,1717589852.5509276,1717590165.327503
1,1717589550.7977464,1717589859.0100496,1717590175.118119
2,1717589557.6295743,1717589863.7002425,1717590182.1024988
3,1717589568.792491,1717589872.1385689,1717590191.3321455
4,1717589577.9068723,1717589881.5124202,1717590197.8956966
5,1717589590.5046673,1717589893.1344335,1717590209.1056213
6,1717589597.9059587,1717589903.1327636,1717590217.3922567
7,1717589605.3105671,1717589912.5643709,1717590228.072362
8,1717589615.9796503,1717589926.0440416,1717590241.7696624
9,1717589623.124399,1717589937.4638596,1717590252.7557662
10,1717589635.6265986,1717589949.2797503,1717590259.589043
11,1717589643.4629157,1717589963.548909,1717590270.505301
12,1717589654.3891368,1717589979.4246418,1717590282.9175231
13,1717589666.5214257,1717589990.5810533,1717590291.2825637
14,1717589672.3639255,1717589996.2555273,1717590305.1294527
15,1717589683.0689151,1717590005.5564938,1717590317.6299539
16,1717589693.1736307,1717590010.2822993,1717590327.4387128
17,1717589701.2919736,1717590020.9874692,1717590338.3231385
18,1717589713.4630013,1717590029.3526862,1717590351.654171
19,1717589725.6130075,1717590038.9183588,1717590363.8117075
20,1717589732.704832,1717590046.2135127,1717590374.9647746
21,1717589749.864955,1717590058.9972267,1717590387.7662506
22,1717589761.2346408,1717590075.7787685,1717590400.4222126
23,1717589772.6485593,1717590087.7562363,1717590417.18683
24,1717589780.5565069,1717590100.8878877,1717590429.55658
25,1717589785.797388,1717590113.6120405,1717590441.8813381
26,1717589793.5739632,1717590124.4278314,1717590453.1428552
27,1717589801.037908,1717590133.2728462,1717590467.213033
28,1717589815.2481146,1717590146.2885573,1717590477.1516647
29,1717589828.295067,1717590151.5144074,1717590486.0713065
30,1717589845.3696048,1717590157.643916,1717590500.1886683
