,0,1,2
0,15920,15300,15420
1,16200,18100,15820
2,17800,20580,16840
3,19540,21280,19080
4,21900,22660,20380
5,21900,24720,21420
6,24940,24720,21740
7,25800,25120,25060
8,26200,27420,25860
9,26980,27420,26480
10,27320,28560,30200
11,28860,29420,30200
12,28900,29420,31840
13,29980,29420,31840
14,31160,30080,32380
15,31160,31520,33940
16,32120,31600,34360
17,32200,32600,34800
18,32360,33120,34800
19,33020,33400,36240
20,33060,33400,36240
21,34020,33620,36880
22,34020,34480,37600
23,34020,35440,38100
24,34080,35920,38100
25,34460,35920,38300
26,35020,35920,38860
27,35920,35920,38860
28,35920,36800,38860
29,36720,36800,38860
30,36720,36800,39060
