,0,1,2
0,11621.2,12125.2,11733.2
1,13274.4,14790.0,13366.4
2,15459.6,18309.6,14784.8
3,17383.2,19284.8,16138.8
4,18885.2,20409.2,17692.4
5,19682.0,21453.2,18982.4
6,21164.8,22107.2,19958.0
7,22562.8,23034.4,21644.0
8,23733.6,24348.8,23741.6
9,24757.6,24854.4,25099.2
10,25642.0,25465.6,26360.0
11,26693.2,26182.8,28036.4
12,27557.2,26815.2,29403.6
13,28690.0,27549.6,29752.4
14,29304.4,28660.8,30775.6
15,29465.6,29170.0,31516.0
16,30197.2,29827.2,32158.0
17,30468.0,30598.8,32930.8
18,30946.4,31220.8,33554.0
19,31296.4,31932.4,34196.8
20,31915.2,32258.8,34766.0
21,32124.4,32584.4,35201.6
22,32270.4,32926.8,35792.8
23,32774.8,33441.6,36206.4
24,33306.8,34164.0,36543.2
25,33335.6,34476.8,36689.6
26,33765.6,34816.4,37010.4
27,34087.6,35050.8,37312.4
28,34338.4,35412.4,37373.6
29,34522.0,35694.8,37740.0
30,34675.6,35819.2,38001.2
