,0,1,2
0,1717589561.098433,1717589580.311814,1717589601.2899816
1,1717589562.4148638,1717589580.8612533,1717589602.5282593
2,1717589563.170727,1717589581.066871,1717589604.7391741
3,1717589564.3856893,1717589581.076111,1717589604.761624
4,1717589564.3951468,1717589581.857023,1717589605.4133139
5,1717589564.404612,1717589581.9704406,1717589606.6308038
6,1717589565.033282,1717589582.0306554,1717589606.6551113
7,1717589566.003481,1717589582.9598258,1717589606.664233
8,1717589566.0145137,1717589583.4612873,1717589607.511725
9,1717589566.3734465,1717589584.945204,1717589608.7572641
10,1717589566.4149127,1717589584.9559703,1717589609.439062
11,1717589566.826037,1717589585.4756184,1717589609.7326808
12,1717589567.1882005,1717589585.7566564,1717589610.0699759
13,1717589567.978723,1717589586.1376987,1717589610.0792077
14,1717589568.2303758,1717589586.1489882,1717589610.3559833
15,1717589568.9960213,1717589586.6263888,1717589610.6928415
16,1717589569.4052317,1717589587.853823,1717589610.7023034
17,1717589570.5889063,1717589588.3732576,1717589611.402977
18,1717589571.0171258,1717589589.6117225,1717589611.4149883
19,1717589571.035398,1717589590.4173052,1717589611.9377294
20,1717589571.538514,1717589591.2040405,1717589612.257706
21,1717589571.8877451,1717589591.2158659,1717589612.2824922
22,1717589572.2563028,1717589591.5635307,1717589612.9103177
23,1717589572.475859,1717589592.2235506,1717589612.920286
24,1717589573.0188155,1717589592.235939,1717589613.5882668
25,1717589573.8586037,1717589592.887319,1717589614.2512832
26,1717589573.8927212,1717589593.3856938,1717589614.6372542
27,1717589573.9332237,1717589593.6753225,1717589614.647371
28,1717589574.4429562,1717589593.8850598,1717589614.6584563
29,1717589574.47464,1717589594.0405667,1717589615.334543
30,1717589574.580826,1717589594.0529876,1717589615.5491474
