,0,1,2
0,12660,14200,14060
1,12660,14200,14540
2,13360,14220,16900
3,13360,14980,19360
4,15140,15360,20500
5,15140,16720,20740
6,16500,18760,22300
7,16500,19620,22300
8,17780,19620,23020
9,17780,20880,24960
10,19840,22340,24960
11,19840,22340,24960
12,21840,22340,26280
13,21840,23420,26280
14,22660,23900,26560
15,23920,24340,26560
16,23920,24340,26580
17,24660,24340,27060
18,26100,25940,27120
19,26100,25940,27120
20,26360,25940,27440
21,27380,25940,28000
22,27740,25940,28000
23,27740,25940,28000
24,28180,26240,29380
25,28180,26720,29380
26,28560,27460,29380
27,28960,28260,29380
28,29220,28260,29380
29,29540,28940,29380
30,29980,28940,29380
