,0,1,2
0,11717.4,12064.0,11887.2
1,13684.2,13743.6,13626.6
2,15383.4,15737.4,15243.6
3,17323.2,17813.0,17374.0
4,18637.8,19468.6,18845.6
5,20420.6,21049.2,20474.2
6,22457.4,22868.6,21293.2
7,23799.8,24231.8,22406.4
8,25076.4,25140.4,23326.0
9,26175.0,26312.0,24647.6
10,27192.8,27315.2,25769.6
11,27984.4,28078.6,26808.0
12,28931.6,29009.2,27718.0
13,29610.2,29772.6,28692.4
14,30639.0,30585.6,29439.4
15,31133.0,31281.6,30072.6
16,32025.2,32479.2,30517.6
17,32726.4,33147.6,31191.0
18,33285.4,33700.0,31821.0
19,33639.2,34168.8,32615.4
20,34266.4,34551.4,33426.8
21,34889.6,34845.2,33892.4
22,35145.0,35081.2,34317.4
23,35734.2,35586.2,34901.4
24,36036.8,35928.4,35249.4
25,36240.0,36266.6,35651.6
26,36443.4,36611.8,36000.4
27,36608.2,36990.4,36269.4
28,36867.0,37188.8,36611.2
29,37358.2,37551.0,37067.0
30,37575.4,37762.8,37403.6
31,37884.6,37941.2,37927.8
32,38198.2,38209.4,38301.2
33,38462.4,38564.2,38521.0
34,38572.4,38774.2,38835.4
35,38707.0,39169.6,39287.6
36,38969.0,39368.8,39591.4
37,39167.8,39535.2,39831.8
38,39254.2,39779.8,39992.8
39,39250.2,40050.6,40111.6
40,39382.8,40153.8,40178.4
41,39522.4,40462.2,40364.6
42,39527.2,40610.6,40462.6
43,39740.6,40787.8,40685.6
44,39732.8,40940.8,40862.6
45,39856.0,41210.4,40997.6
46,40013.2,41437.0,41142.8
47,40134.6,41580.0,41175.4
48,40254.8,41713.0,41270.2
49,40493.2,41880.6,41347.0
50,40501.6,41852.0,41415.0
51,40629.4,42063.8,41495.2
52,40754.0,42101.8,41650.8
53,40841.6,42320.0,41767.0
54,40917.8,42445.8,41908.4
55,40914.4,42620.8,42028.2
56,41021.8,42754.2,42038.4
57,41190.6,42819.8,42162.6
58,41279.2,42953.4,42244.6
59,41293.8,43044.6,42258.2
60,41468.6,43024.8,42354.2
61,41480.8,43094.8,42355.4
62,41727.6,43165.0,42448.6
63,41841.4,43172.8,42464.2
64,41928.8,43271.6,42500.8
65,41996.2,43399.0,42539.2
66,42041.0,43362.4,42646.6
67,42176.8,43373.4,42811.8
68,42342.2,43471.6,42937.8
69,42295.2,43592.8,42949.8
70,42410.8,43558.4,43042.6
71,42527.2,43598.2,43168.2
72,42555.4,43724.6,43162.2
73,42524.4,43683.2,43192.2
74,42719.0,43741.0,43267.0
75,42803.8,43708.8,43212.2
76,42849.0,43797.2,43240.8
77,42906.8,43892.4,43260.2
78,42961.2,43963.8,43262.2
79,43170.4,43987.4,43371.4
80,43210.6,44055.0,43425.6
81,43196.8,44097.6,43358.4
82,43218.4,44064.6,43624.4
83,43316.4,44106.0,43645.8
84,43259.0,44084.0,43719.2
85,43354.6,44122.8,43871.4
86,43474.8,44191.6,43963.2
87,43483.2,44311.6,43860.2
88,43486.8,44337.0,43909.0
89,43536.2,44324.2,43834.0
90,43565.2,44398.8,43935.0
91,43641.4,44385.0,43939.6
92,43657.4,44464.2,44003.8
93,43753.2,44559.2,43918.8
94,43838.6,44646.6,43951.4
95,43855.0,44711.4,43926.2
96,43928.2,44827.2,43990.0
97,44012.8,44763.6,44110.8
98,43981.4,44840.8,44103.8
99,44107.2,44800.8,44031.0
100,44135.2,44916.6,44220.4
